Module,Mode,EDI?,TIMESTAMP,Alert / Email,Problem Statements,Solution,SOP
Container Booking,Call,Yes,1/4/2025 19:44,Call ALR-134283 | Container OOLU5413403 exception reported at PSA Tanjong Pagar | Issue: 401 responses and timeouts on '/edi/upload' when querying OOLU5413403. slowest 5% of requests latency > 10s; retries exhausted gaps visible in customer timeline. Coincides with partner load test near Pasir Panjang Terminal 2.. Please investigate and resolve urgently. Contact the relevant team if needed.,401 responses and timeouts on '/edi/upload' when querying OOLU5413403. slowest 5% of requests latency > 10s; retries exhausted—gaps visible in customer timeline. Coincides with partner load test near Pasir Panjang Terminal 2.,Escalate to Container Product Team,
Container Booking,Call,No,3/11/2025 21:28,Call ALR-363615 | Container MSCU3225855 exception reported at PSA Keppel | Issue: Weight and size attributes for MSCU3225855 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1 slot planning at PSA Pasir Panjang misallocated. Voyage QS19; last known location Block G7. Suspect duplicate CODECO from yesterday caused field overwrite.. Please investigate and resolve urgently. Contact the relevant team if needed.,Weight and size attributes for MSCU3225855 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1—slot planning at PSA Pasir Panjang misallocated. Voyage QS19; last known location Block G7. Suspect duplicate CODECO from yesterday caused field overwrite.,Weight and size attributes for MSCU3225855 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1 slot planning at PSA Pasir Panjang misallocated. Voyage QS19; last known location Block G7. Suspect duplicate CODECO from yesterday caused field overwrite.': Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference.,eventTime for EMCU4728808CONTAINER_ID 
Container Report,SMS,No,8/20/2025 16:14,"Alert: SMS INC-507524 | Issue: OCR system failed to read the container ID for MAEU6469366, triggering a lane hold. Seal S3290-BB9 was verified, but a mismatch with the manifest caused a delay in dispatch. The container was queued at lane 3 in PSA Keppel.","The OCR system failed to process the container ID correctly, causing a disruption in dispatch due to manifest discrepancies.","Corrected the seal entry and routed any doubtful OCR reads to manual validation for a 24-hour period. Additionally, the OCR system was retrained with low-light samples, and an operational bulletin was issued to inform teams about the updated process.","CNTR: OCR misread of container ID in the gate system, triggering a lane hold."
Vessel,Call,No,3/18/2025 22:12,"Subject: Email TCK-51045 | Vessel MV PORT KELANG EXPRESS/W184 exception at PSA Keppel

Dear Team,

Good Day Team,
I would like to enquire with regards to subject vessel berth creation.
Subject vessel™s berth was created with voyage in and out as follows: W183/W183.
For some reason, the voyage changed to E183/W183 and was then resolved and reverted accordingly.
I would like to know for our internal accountability reasons, is it possible to identify by whom was it amended by?

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,",Schedule API intermittently returns 504 for MV TITAN CREST/88D; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Pasir Panjang. All numeric identifiers are randomized placeholders; no credentials stored.,Escalate to Vessel Product Team,
Container Booking,Email,Yes,4/21/2025 22:57,"Subject: Email INC-102805 | Container EMCU1045618 exception reported at PSA Pasir Panjang

Dear Team,

Discrepancy between customer portal and TOS for container EMCU1045618 on voyage QS19. Portal shows 'Loaded @ TU13' while TOS indicates 'In Yard - Block B3'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-1N6KVPUC and seal S2625-8HH included (randomized placeholders). Yard crane QC15 handled the last move at PSA Pasir Panjang.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,","Discrepancy between customer portal and TOS for container EMCU1045618 on voyage QS19. Portal shows 'Loaded @ TU13' while TOS indicates 'In Yard - Block B3'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-1N6KVPUC and seal S2625-8HH included (randomized placeholders). Yard crane QC15 handled the last move at PSA Pasir Panjang.",Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs.,
Vessel,Email,No,6/21/2025 8:37,"Subject: Email TCK-886579 | Vessel MV BLUE ORBIT/002E exception at PSA Tanjong Pagar

Dear Team,

ETA/ETB mismatch for MV BLUE ORBIT (IMO 1032016, CS-RX2DX) on voyage 002E. Berth plan shows ETB at BP05 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Tanjong Pagar reflects older figures. Pilotage request pending; quay Q4 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,","ETA/ETB mismatch for MV BLUE ORBIT (IMO 1032016, CS-RX2DX) on voyage 002E. Berth plan shows ETB at BP05 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Tanjong Pagar reflects older figures. Pilotage request pending; quay Q4 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored.",Escalate to Vessel Product Team,
Vessel,SMS,No,5/24/2025 7:50,Alert: SMS INC-114947 | Issue: Schedule API intermittently returns 401 for MV SILVER CURRENT/43C; slowest 5% of requests latency > 12s. External subsc. Please check immediately.,Schedule API intermittently returns 401 for MV SILVER CURRENT/43C; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored.,"Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable.",
Container Booking,Call,No,9/14/2025 13:37,"Call ALR-203398 | Container TGHU2177796 exception reported at Pasir Panjang Terminal 2 | Issue: Reefer TGHU2177796 telemetry gap. Temperature feed offline briefly; backfill later within acceptable range. Yard block D2, handled by YC22.. Please investigate and resolve urgently. Contact the relevant team if needed.","Reefer TGHU2177796 telemetry gap. Temperature feed offline briefly; backfill later within acceptable range. Yard block D2, handled by YC22.",Reset telemetry bridge; enabled store-and-forward; alert for >5m gaps; confirmed stability post-recovery; tagged for periodic review.,
Vessel,Call,No,1/27/2025 13:57,"Call INC-139317 | Vessel MV BLUE ORBIT/105N exception at Tuas Port | Issue: BAPLIE inconsistency for MV BLUE ORBIT/105N: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.","BAPLIE inconsistency for MV BLUE ORBIT/105N: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored.",Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable.,"VSL: BAPLIE inconsistency for VESSEL_ID: COARRI shows discharge completed for bay BAY_NUMBER, but BAPLIE still lists units in those slots. Older timestamp regressed the plan."
EDI/API,SMS,Yes,2/3/2025 22:03,Alert: SMS TCK-599078 | Issue: EDIFACT COARRI duplicate detected with conflicting control numbers; later message had older eventTim. Please check immediately.,EDIFACT COARRI duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. All numeric identifiers are randomized placeholders; no credentials stored.,Escalate to EDIAPI Product Team,
Vessel,Email,No,7/29/2025 7:08,"Subject: Email ALR-427172 | Vessel MV EASTERN STAR/12B exception at PSA Keppel

Dear Team,

Schedule API intermittently returns 401 for MV EASTERN STAR/12B; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored.

Please review the case and provide a resolution at the earliest. Kindly escalate if necessary.

Best Regards,",Schedule API intermittently returns 401 for MV EASTERN STAR/12B; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored.,"Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable.",VSL: Schedule API intermittently returns 401 for VESSEL_ID; slowest 5% of requests latency > 12s 
EDI/API,Call,Yes,2/22/2025 5:15,Call INC-254222 | API Failure on /containers/search impacting partner traffic | Issue: Rate limiter throttled legitimate traffic after load surge. Hot keys on '/containers/search' created cache stampede; error budget burned for the window. Context tokens: EDIFACT. All numeric identifiers are randomized placeholders; no credentials stored.. Please investigate and resolve urgently. Contact the relevant team if needed.,Rate limiter throttled legitimate traffic after load surge. Hot keys on '/containers/search' created cache stampede; error budget burned for the window. Context tokens: EDIFACT. All numeric identifiers are randomized placeholders; no credentials stored.,Escalate to EDIAPI Product Team,
EDI/API,SMS,No,6/13/2025 15:08,Alert: SMS ALR-365031 | Issue: Intermittent 401 on '/edi/upload/GLT3BJ' during webhook deliveries to Partner-C. slowest 5% of requests latency > 12s t. Please check immediately.,Intermittent 401 on '/edi/upload/GLT3BJ' during webhook deliveries to Partner-C. slowest 5% of requests latency > 12s triggered breaker; retries hit max; delivery backlog observed. Downstream customer timeline showed gaps; Pasir Panjang Terminal 2 ops unaffected but visibility degraded. All numeric identifiers are randomized placeholders; no credentials stored.,Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable.,
